Time (UTC),Event,Scroll Position,Scroll Percentage,Mouse X,Mouse Y,URL,Image_Path
2023-07-23T14:37:24.936Z,mousemove,500.0,22.17522658610272,737.0,374.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:24.952Z,mousemove,500.0,22.17522658610272,696.0,374.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:24.969Z,mousemove,500.0,22.17522658610272,652.0,374.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:24.986Z,mousemove,500.0,22.17522658610272,608.0,375.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.002Z,mousemove,500.0,22.17522658610272,562.0,375.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.019Z,mousemove,500.0,22.17522658610272,509.0,377.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.036Z,mousemove,500.0,22.17522658610272,460.0,377.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.052Z,mousemove,500.0,22.17522658610272,416.0,379.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.069Z,mousemove,500.0,22.17522658610272,378.0,381.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.086Z,mousemove,500.0,22.17522658610272,318.0,386.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.103Z,mousemove,500.0,22.17522658610272,290.0,391.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.119Z,mousemove,500.0,22.17522658610272,264.0,397.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.136Z,mousemove,500.0,22.17522658610272,241.0,401.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.152Z,mousemove,500.0,22.17522658610272,223.0,409.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.169Z,mousemove,500.0,22.17522658610272,208.0,417.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.186Z,mousemove,500.0,22.17522658610272,199.0,425.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.202Z,mousemove,500.0,22.17522658610272,191.0,437.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
